Entry	Entry name	Gene names  (ordered locus )	Gene names	Length	Absorption	Active site	Activity regulation	Binding site	Calcium binding	Catalytic activity	Cofactor	DNA binding	Metal binding	Nucleotide binding	Site	Motif
P54838	DAK1_YEAST	YML070W	DAK1 YML070W	584		ACT_SITE 220 220 Tele-hemiaminal-histidine intermediate. {ECO:0000255|PROSITE-ProRule:PRU00814}.		BINDING 103 103 Substrate. {ECO:0000250}.; BINDING 108 108 Substrate. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=ATP + dihydroxyacetone = ADP + dihydroxyacetone phosphate + H(+); Xref=Rhea:RHEA:15773, ChEBI:CHEBI:15378, ChEBI:CHEBI:16016, ChEBI:CHEBI:30616, ChEBI:CHEBI:57642, ChEBI:CHEBI:456216; EC=2.7.1.29; CATALYTIC ACTIVITY: Reaction=ATP + D-glyceraldehyde = ADP + D-glyceraldehyde 3-phosphate + H(+); Xref=Rhea:RHEA:13941, ChEBI:CHEBI:15378, ChEBI:CHEBI:17378, ChEBI:CHEBI:30616, ChEBI:CHEBI:59776, ChEBI:CHEBI:456216; EC=2.7.1.28;				NP_BIND 415 418 ATP. {ECO:0000250}.; NP_BIND 459 460 ATP. {ECO:0000250}.; NP_BIND 514 515 ATP. {ECO:0000250}.; NP_BIND 567 569 ATP. {ECO:0000250}.		
P24814	GRR1_YEAST	YJR090C	GRR1 CAT80 COT2 YJR090C J1885	1151												
P40025	PHM8_YEAST	YER037W	PHM8 YER037W	321												
P46972	IMP2_YEAST	YMR035W	IMP2 YMR035W YM9973.09	177		ACT_SITE 41 41 {ECO:0000250}.; ACT_SITE 91 91 {ECO:0000250}.										
Q10740	LKHA4_YEAST	YNL045W	LAP2 YNL045W N2535	671		ACT_SITE 341 341 Proton acceptor.; ACT_SITE 429 429 Proton donor.	ACTIVITY REGULATION: Inhibited by 3-(4-benzyloxyphenyl)-2-(R)-amino-1-propanethiol (thioamine) and N-hydroxy-N-(2-(S)-amino-3-(4-benzyloxyphenyl)propyl)-5-carboxypen-tanamide (hydroxamic acid). The aminopeptidase activity is stimulated by LTA(4). {ECO:0000269|PubMed:10574934, ECO:0000269|PubMed:16024909}.			CATALYTIC ACTIVITY: Reaction=an epoxide + H2O = an ethanediol; Xref=Rhea:RHEA:19037, ChEBI:CHEBI:15377, ChEBI:CHEBI:32955, ChEBI:CHEBI:140594; EC=3.3.2.10; Evidence={ECO:0000269|PubMed:21146536};	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000269|PubMed:21146536};  Note=Binds 1 zinc ion per subunit. {ECO:0000269|PubMed:21146536};		METAL 340 340 Zinc; catalytic.; METAL 344 344 Zinc; catalytic.; METAL 363 363 Zinc; catalytic.			
P32419	MDHP_YEAST	YDL078C	MDH3 YDL078C D2468	343		ACT_SITE 187 187 Proton acceptor. {ECO:0000250|UniProtKB:P00346}.		BINDING 34 34 NAD. {ECO:0000250|UniProtKB:P40926}.; BINDING 80 80 Substrate. {ECO:0000255|PROSITE-ProRule:PRU10004}.; BINDING 86 86 Substrate. {ECO:0000255|PROSITE-ProRule:PRU10004}.; BINDING 93 93 NAD. {ECO:0000250|UniProtKB:P40926}.; BINDING 118 118 Substrate. {ECO:0000255|PROSITE-ProRule:PRU10004}.; BINDING 152 152 Substrate. {ECO:0000255|PROSITE-ProRule:PRU10004}.; BINDING 237 237 NAD. {ECO:0000250|UniProtKB:P40926}.		CATALYTIC ACTIVITY: Reaction=(S)-malate + NAD(+) = H(+) + NADH + oxaloacetate; Xref=Rhea:RHEA:21432, ChEBI:CHEBI:15378, ChEBI:CHEBI:15589, ChEBI:CHEBI:16452, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.1.1.37; Evidence={ECO:0000255|PROSITE-ProRule:PRU10004};				NP_BIND 8 14 NAD. {ECO:0000250|UniProtKB:P40926}.; NP_BIND 116 118 NAD. {ECO:0000250|UniProtKB:P40926}.		
P46988	PFD1_YEAST	YJL179W	PFD1 GIM6 YJL179W J0488	109												
Q12056	ISU2_YEAST	YOR226C	ISU2 NUA2 YOR226C	156							COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000250|UniProtKB:Q9UTC6};  Note=Binds 1 [2Fe-2S] cluster per subunit. {ECO:0000250|UniProtKB:Q9UTC6};					
P38795	NADE_YEAST	YHR074W	QNS1 YHR074W	714		ACT_SITE 45 45 Proton acceptor; for glutaminase activity. {ECO:0000250|UniProtKB:P9WJJ3}.; ACT_SITE 114 114 For glutaminase activity. {ECO:0000250|UniProtKB:P9WJJ3}.; ACT_SITE 175 175 Nucleophile; for glutaminase activity. {ECO:0000250|UniProtKB:P9WJJ3}.; ACT_SITE 361 361 {ECO:0000250}.				CATALYTIC ACTIVITY: Reaction=ATP + deamido-NAD(+) + H2O + L-glutamine = AMP + diphosphate + H(+) + L-glutamate + NAD(+); Xref=Rhea:RHEA:24384, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:29985, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57540, ChEBI:CHEBI:58359, ChEBI:CHEBI:58437, ChEBI:CHEBI:456215; EC=6.3.5.1;				NP_BIND 359 366 ATP. {ECO:0000250}.		
Q04329	ICY1_YEAST	YMR195W	ICY1 YMR195W YM9646.08	127												
P12868	PEP5_YEAST	YMR231W	PEP5 END1 VAM1 VPL9 VPS11 VPT11 YMR231W YM9959.13	1029						CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine + [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.; EC=2.3.2.27; Evidence={ECO:0000269|PubMed:22570702};						
P32609	PEP7_YEAST	YDR323C	PEP7 VAC1 VPL21 VPS19 VPT19 YDR323C	515												
P40364	MPM1_YEAST	YJL066C	MPM1 YJL066C HRE252 J1111	252												
P43563	MOB2_YEAST	YFL034C-B	MOB2 YFL034C-B YFL035C YFL035C-A	287												
Q07938	MTAP_YEAST	YLR017W	MEU1 YLR017W L1595	337				BINDING 41 41 Phosphate. {ECO:0000255|HAMAP-Rule:MF_03155}.; BINDING 230 230 Substrate; via amide nitrogen. {ECO:0000255|HAMAP-Rule:MF_03155}.; BINDING 231 231 Phosphate. {ECO:0000255|HAMAP-Rule:MF_03155}.		CATALYTIC ACTIVITY: Reaction=phosphate + S-methyl-5'-thioadenosine = adenine + S-methyl-5-thio-alpha-D-ribose 1-phosphate; Xref=Rhea:RHEA:11852, ChEBI:CHEBI:16708, ChEBI:CHEBI:17509, ChEBI:CHEBI:43474, ChEBI:CHEBI:58533; EC=2.4.2.28; Evidence={ECO:0000255|HAMAP-Rule:MF_03155};					SITE 212 212 Important for substrate specificity. {ECO:0000255|HAMAP-Rule:MF_03155}.; SITE 267 267 Important for substrate specificity. {ECO:0000255|HAMAP-Rule:MF_03155}.	
P34160	NCBP1_YEAST	YMR125W	STO1 CBC1 CBP80 GCR3 SUT1 YMR125W YM8564.07 YM9553.01	861												MOTIF 22 30 Nuclear localization signal. {ECO:0000255}.
P33416	HSP78_YEAST	YDR258C	HSP78 YDR258C YD9320A.08C	811										NP_BIND 143 150 ATP 1. {ECO:0000255}.; NP_BIND 541 548 ATP 2. {ECO:0000255}.		
P38075	PDX3_YEAST	YBR035C	PDX3 YBR035C YBR0321	228				BINDING 78 78 Pyridoxal 5'-phosphate. {ECO:0000250|UniProtKB:Q9NVS9}.; BINDING 118 118 FMN. {ECO:0000250|UniProtKB:P0AFI7}.; BINDING 136 136 Pyridoxal 5'-phosphate. {ECO:0000250|UniProtKB:Q9NVS9}.; BINDING 140 140 Pyridoxal 5'-phosphate. {ECO:0000250|UniProtKB:Q9NVS9}.; BINDING 144 144 Pyridoxal 5'-phosphate. {ECO:0000250|UniProtKB:Q9NVS9}.; BINDING 199 199 FMN. {ECO:0000250|UniProtKB:P0AFI7}.; BINDING 209 209 FMN. {ECO:0000250|UniProtKB:P0AFI7}.		CATALYTIC ACTIVITY: Reaction=H2O + O2 + pyridoxamine 5'-phosphate = H2O2 + NH4(+) + pyridoxal 5'-phosphate; Xref=Rhea:RHEA:15817, ChEBI:CHEBI:15377, ChEBI:CHEBI:15379, ChEBI:CHEBI:16240, ChEBI:CHEBI:28938, ChEBI:CHEBI:58451, ChEBI:CHEBI:597326; EC=1.4.3.5; CATALYTIC ACTIVITY: Reaction=O2 + pyridoxine 5'-phosphate = H2O2 + pyridoxal 5'-phosphate; Xref=Rhea:RHEA:15149, ChEBI:CHEBI:15379, ChEBI:CHEBI:16240, ChEBI:CHEBI:58589, ChEBI:CHEBI:597326; EC=1.4.3.5;	COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210;  Note=Binds 1 FMN per subunit.;			NP_BIND 73 76 FMN. {ECO:0000269|Ref.8}.; NP_BIND 88 89 FMN. {ECO:0000269|Ref.8}.; NP_BIND 95 96 FMN. {ECO:0000269|Ref.8}.; NP_BIND 153 154 FMN. {ECO:0000269|Ref.8}.		
P00560	PGK_YEAST	YCR012W	PGK1 YCR012W YCR12W	416				BINDING 39 39 Substrate. {ECO:0000269|PubMed:6765200, ECO:0000269|PubMed:8672447}.; BINDING 122 122 Substrate. {ECO:0000269|PubMed:6765200, ECO:0000269|PubMed:8672447}.; BINDING 169 169 Substrate. {ECO:0000269|PubMed:6765200, ECO:0000269|PubMed:8672447}.; BINDING 218 218 ATP.; BINDING 311 311 ATP; via carbonyl oxygen.; BINDING 335 335 ATP.; BINDING 342 342 ATP.		CATALYTIC ACTIVITY: Reaction=(2R)-3-phosphoglycerate + ATP = (2R)-3-phospho-glyceroyl phosphate + ADP; Xref=Rhea:RHEA:14801, ChEBI:CHEBI:30616, ChEBI:CHEBI:57604, ChEBI:CHEBI:58272, ChEBI:CHEBI:456216; EC=2.7.2.3;				NP_BIND 371 374 ATP.		
P32559	MSS1_YEAST	YMR023C	MSS1 PET53 YMR023C YM9711.13C	526										NP_BIND 281 288 GTP. {ECO:0000255}.; NP_BIND 328 332 GTP. {ECO:0000255}.; NP_BIND 394 397 GTP. {ECO:0000255}.		
Q03050	PAU10_YEAST	YDR542W	PAU10 YDR542W	120												
Q06651	PIB1_YEAST	YDR313C	PIB1 YDR313C	286						CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine + [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.; EC=2.3.2.27;						
Q12370	PAU17_YEAST	YLL025W	PAU17 YLL025W L0968	124												
P35994	PAU16_YEAST	YKL224C	PAU16 YKL224C	123												
P38336	POP4_YEAST	YBR257W	POP4 YBR257W YBR1725	279												
P36102	PAN3_YEAST	YKL025C	PAN3 ECM35 YKL025C	679				BINDING 325 325 ATP. {ECO:0000255|HAMAP-Rule:MF_03181}.						NP_BIND 376 383 ATP. {ECO:0000255|HAMAP-Rule:MF_03181}.; NP_BIND 430 431 ATP. {ECO:0000255|HAMAP-Rule:MF_03181}.		MOTIF 143 163 PABPC-interacting motif-2 (PAM-2). {ECO:0000269|PubMed:17595167}.
P38191	MOH1_YEAST	YBL049W	MOH1 YBL049W YBL0518	138									METAL 45 45 Zinc. {ECO:0000255|PROSITE-ProRule:PRU01128}.; METAL 48 48 Zinc. {ECO:0000255|PROSITE-ProRule:PRU01128}.; METAL 101 101 Zinc. {ECO:0000255|PROSITE-ProRule:PRU01128}.; METAL 104 104 Zinc. {ECO:0000255|PROSITE-ProRule:PRU01128}.			
P10963	PCKA_YEAST	YKR097W	PCK1 PEPC PPC1 YKR097W	549						CATALYTIC ACTIVITY: Reaction=ATP + oxaloacetate = ADP + CO2 + phosphoenolpyruvate; Xref=Rhea:RHEA:18617, ChEBI:CHEBI:16452, ChEBI:CHEBI:16526, ChEBI:CHEBI:30616, ChEBI:CHEBI:58702, ChEBI:CHEBI:456216; EC=4.1.1.49;				NP_BIND 250 257 ATP. {ECO:0000255}.		
P54791	ORC4_YEAST	YPR162C	ORC4 YPR162C P9325.5	529												
Q02201	OSH6_YEAST	YKR003W	OSH6 YKR003W YK102	448				BINDING 129 129 Phosphatidylserine. {ECO:0000244|PDB:4B2Z, ECO:0000269|PubMed:23934110}.; BINDING 183 183 Phosphatidylserine. {ECO:0000244|PDB:4B2Z, ECO:0000269|PubMed:23934110}.; BINDING 351 351 Phosphatidylinositol 4-phosphate. {ECO:0000244|PDB:4PH7, ECO:0000269|PubMed:26206936}.; BINDING 355 355 Phosphatidylinositol 4-phosphate. {ECO:0000244|PDB:4PH7, ECO:0000269|PubMed:26206936}.; BINDING 359 359 Phosphatidylinositol 4-phosphate. {ECO:0000244|PDB:4PH7, ECO:0000269|PubMed:26206936}.								
P38126	PCH2_YEAST	YBR186W	PCH2 YBR186W YBR1308	564										NP_BIND 314 321 ATP. {ECO:0000255}.		
P46151	MTHR1_YEAST	YPL023C	MET12 YPL023C LPB8C	657		ACT_SITE 18 18 Proton donor/acceptor. {ECO:0000250}.		BINDING 78 78 FAD. {ECO:0000250}.; BINDING 110 110 Substrate. {ECO:0000250}.; BINDING 152 152 FAD. {ECO:0000250}.; BINDING 171 171 FAD. {ECO:0000250}.; BINDING 178 178 FAD. {ECO:0000250}.; BINDING 189 189 Substrate. {ECO:0000250}.; BINDING 286 286 Substrate. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=(6S)-5-methyl-5,6,7,8-tetrahydrofolate + NADP(+) = (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + H(+) + NADPH; Xref=Rhea:RHEA:19817, ChEBI:CHEBI:15378, ChEBI:CHEBI:15636, ChEBI:CHEBI:18608, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.5.1.20; CATALYTIC ACTIVITY: Reaction=(6S)-5-methyl-5,6,7,8-tetrahydrofolate + NAD(+) = (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + H(+) + NADH; Xref=Rhea:RHEA:19821, ChEBI:CHEBI:15378, ChEBI:CHEBI:15636, ChEBI:CHEBI:18608, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.5.1.20;	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; 			NP_BIND 18 23 NAD. {ECO:0000250}.; NP_BIND 49 50 NAD and FAD. {ECO:0000250}.; NP_BIND 108 110 FAD. {ECO:0000250}.; NP_BIND 129 130 FAD. {ECO:0000250}.		
Q03455	MSC2_YEAST	YDR205W	MSC2 YDR205W YD8142.02	724												
P40567	MSL1_YEAST	YIR009W	MSL1 YIR009W YIB9W	111												
P38361	PHO89_YEAST	YBR296C	PHO89 ITN1 YBR296C YBR2113	574												
P47069	MPS3_YEAST	YJL019W	MPS3 NEP98 YJL019W J1310 J1315 YJL018W	682										NP_BIND 187 194 ATP. {ECO:0000255}.		
P54964	ORN_YEAST	YLR059C	REX2 YNT20 YLR059C L2159	269		ACT_SITE 184 184 {ECO:0000255}.										
P51533	PDR10_YEAST	YOR328W	PDR10 YOR328W	1564										NP_BIND 959 966 ATP. {ECO:0000255|PROSITE-ProRule:PRU00434}.		
P53068	APC10_YEAST	YGL240W	DOC1 APC10 YGL240W HRC283	250												
P38843	CHS7_YEAST	YHR142W	CHS7 YHR142W	316												
P00424	COX5A_YEAST	YNL052W	COX5A YNL052W N2474 YNL2474W	153						CATALYTIC ACTIVITY: Reaction=4 [Fe(II)cytochrome c] + 4 H(+) + O2 = 4 [Fe(III)cytochrome c] + 2 H2O; Xref=Rhea:RHEA:11436, Rhea:RHEA-COMP:10350, Rhea:RHEA-COMP:14399, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:29033, ChEBI:CHEBI:29034; EC=1.9.3.1;						
P50077	CCH1_YEAST	YGR217W	CCH1 YGR217W G8501	2039												
P33314	BUD2_YEAST	YKL092C	BUD2 CLA2 ERC25 YKL092C YKL424	1104												
Q05790	CRR1_YEAST	YLR213C	CRR1 YLR213C	422		ACT_SITE 217 217 Nucleophile. {ECO:0000250}.; ACT_SITE 221 221 Proton donor. {ECO:0000250}.										
P38723	COS8_YEAST	YHL048W	COS8 YHL048W	381												
P43557	FMP32_YEAST	YFL046W	FMP32 YFL046W	207												
P38195	ECM13_YEAST	YBL043W	ECM13 YBL043W YBL0405	257												
P09624	DLDH_YEAST	YFL018C	LPD1 DHLP1 YFL018C	499		ACT_SITE 478 478 Proton acceptor. {ECO:0000269|PubMed:9538259}.		BINDING 74 74 FAD. {ECO:0000269|PubMed:9538259, ECO:0000269|Ref.9}.; BINDING 139 139 FAD; via amide nitrogen and carbonyl oxygen. {ECO:0000269|PubMed:9538259, ECO:0000269|Ref.9}.; BINDING 234 234 NAD. {ECO:0000250}.; BINDING 268 268 NAD; via amide nitrogen and carbonyl oxygen. {ECO:0000250}.; BINDING 305 305 NAD; via amide nitrogen. {ECO:0000250}.; BINDING 346 346 FAD. {ECO:0000269|PubMed:9538259, ECO:0000269|Ref.9}.		CATALYTIC ACTIVITY: Reaction=(R)-N(6)-dihydrolipoyl-L-lysyl-[protein] + NAD(+) = (R)-N(6)-lipoyl-L-lysyl-[protein] + H(+) + NADH; Xref=Rhea:RHEA:15045, Rhea:RHEA-COMP:10474, Rhea:RHEA-COMP:10475, ChEBI:CHEBI:15378, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:83099, ChEBI:CHEBI:83100; EC=1.8.1.4;	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};  Note=Binds 1 FAD per subunit. {ECO:0000250};			NP_BIND 56 65 FAD. {ECO:0000269|PubMed:9538259, ECO:0000269|Ref.9}.; NP_BIND 174 176 FAD. {ECO:0000250}.; NP_BIND 211 218 NAD. {ECO:0000250}.; NP_BIND 352 355 FAD. {ECO:0000269|PubMed:9538259, ECO:0000269|Ref.9}.		
P53550	DCP2_YEAST	YNL118C	DCP2 PSU1 YNL118C N1917	970						CATALYTIC ACTIVITY: Reaction=a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-adenosine in mRNA + H2O = a 5'-end phospho-adenosine in mRNA + 2 H(+) + N(7)-methylguanosine 5'-diphosphate; Xref=Rhea:RHEA:60868, Rhea:RHEA-COMP:15682, Rhea:RHEA-COMP:15686, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:63714, ChEBI:CHEBI:143974, ChEBI:CHEBI:143978; EC=3.6.1.62; Evidence={ECO:0000269|PubMed:12554866};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:60869; Evidence={ECO:0000269|PubMed:12554866}; CATALYTIC ACTIVITY: Reaction=a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-guanosine in mRNA + H2O = a 5'-end phospho-guanosine in mRNA + 2 H(+) + N(7)-methylguanosine 5'-diphosphate; Xref=Rhea:RHEA:60872, Rhea:RHEA-COMP:15683, Rhea:RHEA-COMP:15687, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:63714, ChEBI:CHEBI:143975, ChEBI:CHEBI:143979; EC=3.6.1.62; Evidence={ECO:0000269|PubMed:12554866};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:60873; Evidence={ECO:0000269|PubMed:12554866};	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:12554866}; 		METAL 149 149 Manganese. {ECO:0000250}.; METAL 153 153 Manganese. {ECO:0000250}.			MOTIF 134 155 Nudix box.
P89105	CTR9_YEAST	YOL145C	CTR9 CDP1 YOL145C	1077												
Q04472	MGR3_YEAST	YMR115W	MGR3 FMP24 YMR115W YM9718.14	501												
Q06683	IRC3_YEAST	YDR332W	IRC3 YDR332W	689										NP_BIND 59 66 ATP. {ECO:0000255|PROSITE-ProRule:PRU00541}.		MOTIF 158 161 DEAH box.
Q07980	MLH2_YEAST	YLR035C	MLH2 YLR035C	695												
P39534	MBB1_YEAST	YJL199C	MBB1 YJL199C J0334	108												
P24719	MEK1_YEAST	YOR351C	MEK1 MRE4 YOR351C O6357	497		ACT_SITE 290 290 Proton acceptor. {ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10027}.		BINDING 199 199 ATP. {ECO:0000255|PROSITE-ProRule:PRU00159}.		CATALYTIC ACTIVITY: Reaction=ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]; Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.1; CATALYTIC ACTIVITY: Reaction=ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]; Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.1;				NP_BIND 168 176 ATP. {ECO:0000255|PROSITE-ProRule:PRU00159}.		
Q02516	HAP5_YEAST	YOR358W	HAP5 YOR358W	242												
P53941	IMP4_YEAST	YNL075W	IMP4 YNL075W N2353	290												
Q99312	ISN1_YEAST	YOR155C	ISN1 YOR155C O3548	450						CATALYTIC ACTIVITY: Reaction=H2O + IMP = inosine + phosphate; Xref=Rhea:RHEA:27718, ChEBI:CHEBI:15377, ChEBI:CHEBI:17596, ChEBI:CHEBI:43474, ChEBI:CHEBI:58053; EC=3.1.3.99; Evidence={ECO:0000269|PubMed:12735798, ECO:0000269|PubMed:8141771};	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:8141771}; 					
P12683	HMDH1_YEAST	YML075C	HMG1 YML075C	1054		ACT_SITE 714 714 Charge relay system. {ECO:0000250}.; ACT_SITE 848 848 Charge relay system. {ECO:0000250}.; ACT_SITE 924 924 Charge relay system. {ECO:0000250}.; ACT_SITE 1020 1020 Proton donor. {ECO:0000255|PROSITE-ProRule:PRU10003}.				CATALYTIC ACTIVITY: Reaction=(R)-mevalonate + CoA + 2 NADP(+) = (3S)-hydroxy-3-methylglutaryl-CoA + 2 H(+) + 2 NADPH; Xref=Rhea:RHEA:15989, ChEBI:CHEBI:15378, ChEBI:CHEBI:36464, ChEBI:CHEBI:43074, ChEBI:CHEBI:57287, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.1.1.34; Evidence={ECO:0000255|PROSITE-ProRule:PRU10003};						
P03873	MBI2_YEAST	Q0110	BI2 Q0110	423												
Q9ZZW7	MBI3_YEAST	Q0115	BI3 Q0115	517												
P53237	LST7_YEAST	YGR057C	LST7 YGR057C	242												
Q08108	PLB3_YEAST	YOL011W	PLB3 YOL011W	686						CATALYTIC ACTIVITY: Reaction=a 1-acyl-sn-glycero-3-phosphocholine + H2O = a fatty acid + H(+) + sn-glycerol 3-phosphocholine; Xref=Rhea:RHEA:15177, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16870, ChEBI:CHEBI:28868, ChEBI:CHEBI:58168; EC=3.1.1.5;						
P38689	KPR3_YEAST	YHL011C	PRS3 PRPS3 YHL011C	320						CATALYTIC ACTIVITY: Reaction=ATP + D-ribose 5-phosphate = 5-phospho-alpha-D-ribose 1-diphosphate + AMP + H(+); Xref=Rhea:RHEA:15609, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:58017, ChEBI:CHEBI:78346, ChEBI:CHEBI:456215; EC=2.7.6.1; Evidence={ECO:0000269|PubMed:10212224, ECO:0000269|PubMed:15280369};			METAL 131 131 Magnesium. {ECO:0000255}.; METAL 133 133 Magnesium. {ECO:0000255}.; METAL 142 142 Magnesium. {ECO:0000255}.; METAL 146 146 Magnesium. {ECO:0000255}.			
Q08777	MCH5_YEAST	YOR306C	MCH5 YOR306C	521												
Q02455	MLP1_YEAST	YKR095W	MLP1 YKR095W YKR415	1875												MOTIF 1496 1565 Required for nuclear localization.
P07342	ILVB_YEAST	YMR108W	ILV2 SMR1 YMR108W YM9718.07	687			ACTIVITY REGULATION: The regulatory subunit ILV6 stimulates enzymatic activity seven- to tenfold and confers sensitivity to inhibition by valine and activation by ATP. {ECO:0000269|PubMed:10213630}.	BINDING 139 139 Thiamine pyrophosphate.; BINDING 241 241 FAD. {ECO:0000269|PubMed:12496246}.		CATALYTIC ACTIVITY: Reaction=H(+) + 2 pyruvate = (2S)-2-acetolactate + CO2; Xref=Rhea:RHEA:25249, ChEBI:CHEBI:15361, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:58476; EC=2.2.1.6;	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250};  Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000250}; COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000250};  Note=Binds 1 thiamine pyrophosphate per subunit. {ECO:0000250};		METAL 550 550 Magnesium.; METAL 577 577 Magnesium.; METAL 579 579 Magnesium; via carbonyl oxygen.	NP_BIND 355 376 FAD. {ECO:0000269|PubMed:12496246}.; NP_BIND 407 426 FAD. {ECO:0000269|PubMed:12496246}.		
P47822	MED21_YEAST	YDR308C	SRB7 MED21 YDR308C D9740.17	140												
P36060	MCR1_YEAST	YKL150W	MCR1 YKL150W YKL605	302						CATALYTIC ACTIVITY: Reaction=2 [Fe(III)-cytochrome b5] + NADH = 2 [Fe(II)-cytochrome b5] + H(+) + NAD(+); Xref=Rhea:RHEA:46680, Rhea:RHEA-COMP:10438, Rhea:RHEA-COMP:10439, ChEBI:CHEBI:15378, ChEBI:CHEBI:29033, ChEBI:CHEBI:29034, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.6.2.2;	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; 			NP_BIND 158 193 FAD. {ECO:0000250}.	SITE 41 42 Cleavage; by IMP1.	
Q06554	IRC20_YEAST	YLR247C	IRC20 YLR247C	1556										NP_BIND 391 398 ATP. {ECO:0000255|PROSITE-ProRule:PRU00541}.		
P32569	MED17_YEAST	YER022W	SRB4 MED17 YER022W	687												
P53094	MDS3_YEAST	YGL197W	MDS3 YGL197W G1307	1487												
P38132	MCM7_YEAST	YBR202W	MCM7 CDC47 YBR202W YBR1441	845						CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=3.6.4.12;				NP_BIND 460 467 ATP. {ECO:0000255}.		MOTIF 592 595 Arginine finger.
Q05931	HSP7Q_YEAST	YLR369W	SSQ1 SSC2 YLR369W	657												
